query_id	entity_id	entity_type	genre	web_search?	wiki_text?	unknown?
EDL14_ENG_1423	E0726817	PER	WB	N	Y	N
EDL14_ENG_1424	NIL0400	PER	DF	N	N	Y
EDL14_ENG_1425	NIL0156	PER	DF	Y	Y	Y
EDL14_ENG_1426	E0629641	PER	NW	N	Y	N
EDL14_ENG_1427	NIL0401	PER	DF	N	N	Y
EDL14_ENG_1428	E0285160	ORG	NW	N	Y	N
EDL14_ENG_1429	E0802223	PER	NW	N	N	N
EDL14_ENG_1430	E0388280	ORG	NW	N	Y	N
EDL14_ENG_1431	NIL0402	PER	DF	N	N	N
EDL14_ENG_1432	E0564046	ORG	WB	N	N	N
EDL14_ENG_1433	E0736334	PER	NW	N	Y	N
EDL14_ENG_1434	E0793722	GPE	WB	Y	Y	N
EDL14_ENG_1435	E0401466	GPE	NW	N	N	N
EDL14_ENG_1436	E0225562	GPE	NW	N	N	N
EDL14_ENG_1437	NIL0333	PER	NW	Y	Y	N
EDL14_ENG_1438	NIL0403	PER	DF	N	N	Y
EDL14_ENG_1439	E0308247	PER	DF	N	Y	N
EDL14_ENG_1440	NIL0404	PER	DF	N	N	Y
EDL14_ENG_1441	E0742724	PER	NW	N	N	N
EDL14_ENG_1442	NIL0052	ORG	WB	N	Y	N
EDL14_ENG_1443	NIL0405	PER	WB	N	Y	N
EDL14_ENG_1444	E0679687	GPE	WB	N	Y	N
EDL14_ENG_1445	NIL0031	PER	DF	N	Y	Y
EDL14_ENG_1446	E0351249	GPE	WB	N	N	N
EDL14_ENG_1447	NIL0252	PER	DF	N	N	Y
EDL14_ENG_1448	E0511489	PER	WB	Y	Y	N
EDL14_ENG_1449	E0066984	PER	NW	Y	Y	N
EDL14_ENG_1450	E0685180	GPE	WB	N	Y	N
EDL14_ENG_1451	E0401466	GPE	WB	N	N	N
EDL14_ENG_1452	NIL0406	PER	NW	Y	Y	N
EDL14_ENG_1454	E0000320	ORG	WB	N	Y	N
EDL14_ENG_1455	NIL0149	PER	DF	N	N	Y
EDL14_ENG_1456	NIL0407	PER	DF	N	N	Y
EDL14_ENG_1457	E0366103	ORG	NW	N	Y	N
EDL14_ENG_1458	NIL0176	PER	NW	N	Y	N
EDL14_ENG_1459	NIL0009	PER	WB	N	N	Y
EDL14_ENG_1460	E0668404	PER	NW	N	Y	N
EDL14_ENG_1461	E0035380	PER	DF	N	N	N
EDL14_ENG_1462	E0622747	PER	NW	N	N	N
EDL14_ENG_1463	E0530900	GPE	NW	N	N	N
EDL14_ENG_1464	E0265555	ORG	DF	N	Y	N
EDL14_ENG_1465	NIL0277	ORG	NW	N	Y	N
EDL14_ENG_1466	NIL0408	PER	WB	N	Y	N
EDL14_ENG_1467	E0558935	ORG	WB	N	N	N
EDL14_ENG_1468	NIL0285	PER	DF	Y	Y	Y
EDL14_ENG_1469	E0440272	GPE	NW	N	Y	N
EDL14_ENG_1470	E0382887	GPE	WB	N	N	N
EDL14_ENG_1471	NIL0409	PER	DF	N	N	Y
EDL14_ENG_1472	E0668404	PER	NW	N	Y	N
EDL14_ENG_1473	NIL0410	PER	DF	Y	Y	Y
EDL14_ENG_1474	NIL0225	PER	WB	Y	Y	N
EDL14_ENG_1475	E0679687	GPE	NW	N	N	N
EDL14_ENG_1476	NIL0191	ORG	NW	Y	Y	N
EDL14_ENG_1477	NIL0411	ORG	DF	N	Y	N
EDL14_ENG_1478	E0338923	ORG	WB	N	Y	N
EDL14_ENG_1479	NIL0062	PER	DF	N	N	Y
EDL14_ENG_1480	NIL0387	PER	DF	N	N	Y
EDL14_ENG_1481	E0202764	PER	DF	N	N	N
EDL14_ENG_1482	NIL0325	PER	DF	N	N	Y
EDL14_ENG_1483	NIL0412	PER	DF	N	N	Y
EDL14_ENG_1484	E0786334	PER	NW	N	Y	N
EDL14_ENG_1485	E0258848	PER	DF	Y	Y	N
EDL14_ENG_1486	E0333915	PER	WB	N	N	N
EDL14_ENG_1487	E0182227	PER	WB	N	N	N
EDL14_ENG_1488	NIL0413	PER	NW	N	Y	N
EDL14_ENG_1489	NIL0414	GPE	NW	N	N	N
EDL14_ENG_1490	E0743050	PER	DF	N	Y	N
EDL14_ENG_1491	E0629641	PER	NW	N	Y	N
EDL14_ENG_1492	NIL0415	PER	NW	N	Y	N
EDL14_ENG_1493	E0183577	GPE	NW	N	N	N
EDL14_ENG_1494	E0499290	PER	DF	Y	Y	N
EDL14_ENG_1495	NIL0374	PER	DF	N	N	Y
EDL14_ENG_1496	NIL0004	PER	DF	N	N	Y
EDL14_ENG_1497	NIL0253	PER	WB	N	Y	N
EDL14_ENG_1498	E0252933	PER	NW	N	N	N
EDL14_ENG_1499	E0460290	ORG	WB	N	N	N
EDL14_ENG_1500	E0252933	PER	NW	N	N	N
EDL14_ENG_1501	NIL0009	PER	WB	N	N	Y
EDL14_ENG_1502	E0185805	GPE	NW	N	N	N
EDL14_ENG_1505	NIL0416	PER	DF	N	N	Y
EDL14_ENG_1506	E0125674	ORG	NW	N	N	N
EDL14_ENG_1507	NIL0417	ORG	WB	N	Y	N
EDL14_ENG_1508	NIL0129	PER	DF	N	N	Y
EDL14_ENG_1509	E0312533	ORG	WB	N	N	N
EDL14_ENG_1510	NIL0062	PER	DF	N	N	Y
EDL14_ENG_1511	NIL0066	PER	WB	Y	N	N
EDL14_ENG_1512	E0583333	GPE	WB	N	Y	N
EDL14_ENG_1513	NIL0418	ORG	WB	N	Y	N
EDL14_ENG_1514	E0226026	PER	DF	N	N	N
EDL14_ENG_1515	NIL0252	PER	DF	N	N	Y
EDL14_ENG_1516	NIL0076	PER	DF	N	N	Y
EDL14_ENG_1517	NIL0419	PER	DF	N	N	Y
EDL14_ENG_1518	E0058583	ORG	WB	Y	Y	N
EDL14_ENG_1519	E0284896	PER	NW	N	N	N
EDL14_ENG_1520	E0566375	PER	DF	N	Y	N
EDL14_ENG_1521	NIL0420	PER	NW	Y	Y	N
EDL14_ENG_1522	E0679687	GPE	WB	N	N	N
EDL14_ENG_1523	E0116430	PER	WB	Y	Y	N
EDL14_ENG_1524	E0566375	PER	DF	N	N	N
EDL14_ENG_1525	E0065396	PER	DF	N	Y	N
EDL14_ENG_1526	NIL0421	PER	WB	Y	Y	N
EDL14_ENG_1527	NIL0232	PER	DF	N	N	Y
EDL14_ENG_1528	NIL0422	PER	DF	N	N	Y
EDL14_ENG_1529	NIL0277	ORG	NW	N	Y	N
EDL14_ENG_1530	E0082933	PER	DF	N	Y	N
EDL14_ENG_1531	E0455080	PER	NW	N	N	N
EDL14_ENG_1532	NIL0423	PER	DF	N	N	Y
EDL14_ENG_1533	NIL0424	ORG	WB	N	Y	N
EDL14_ENG_1534	NIL0425	PER	NW	Y	Y	N
EDL14_ENG_1535	NIL0426	PER	WB	N	N	Y
EDL14_ENG_1537	E0549081	PER	NW	N	N	N
EDL14_ENG_1538	E0077881	GPE	WB	N	N	N
EDL14_ENG_1539	E0375368	PER	WB	N	N	N
EDL14_ENG_1540	NIL0202	PER	DF	N	N	Y
EDL14_ENG_1541	E0338136	PER	DF	N	Y	N
EDL14_ENG_1543	E0719804	PER	DF	N	Y	N
EDL14_ENG_1544	E0252933	PER	NW	N	N	N
EDL14_ENG_1545	NIL0427	PER	DF	N	N	Y
EDL14_ENG_1546	E0338738	GPE	NW	N	N	N
EDL14_ENG_1547	NIL0072	PER	DF	N	N	Y
EDL14_ENG_1548	E0273299	GPE	NW	N	N	N
EDL14_ENG_1549	E0650325	ORG	WB	Y	N	N
EDL14_ENG_1550	NIL0106	PER	DF	N	N	Y
EDL14_ENG_1551	E0396749	ORG	NW	N	N	N
EDL14_ENG_1552	E0710980	PER	DF	N	N	N
EDL14_ENG_1553	E0284896	PER	NW	N	N	N
EDL14_ENG_1554	E0099457	PER	NW	N	N	N
EDL14_ENG_1555	E0637434	PER	NW	N	N	N
EDL14_ENG_1556	NIL0072	PER	DF	N	N	Y
EDL14_ENG_1557	NIL0265	PER	NW	N	N	N
EDL14_ENG_1558	E0626434	GPE	WB	N	N	N
EDL14_ENG_1559	NIL0189	ORG	WB	Y	Y	N
EDL14_ENG_1560	E0028003	GPE	WB	N	Y	N
EDL14_ENG_1561	NIL0045	PER	DF	N	Y	N
EDL14_ENG_1562	NIL0428	ORG	WB	N	Y	N
EDL14_ENG_1563	E0116532	GPE	WB	N	N	N
EDL14_ENG_1564	E0629641	PER	NW	N	Y	N
EDL14_ENG_1565	E0350699	PER	DF	N	N	N
EDL14_ENG_1566	NIL0052	ORG	WB	Y	N	N
EDL14_ENG_1567	E0006682	GPE	DF	N	N	N
EDL14_ENG_1568	E0752653	GPE	WB	N	N	N
EDL14_ENG_1569	NIL0429	PER	DF	N	N	Y
EDL14_ENG_1570	E0632602	GPE	NW	N	Y	N
EDL14_ENG_1571	E0775129	GPE	NW	N	N	N
EDL14_ENG_1572	NIL0430	PER	DF	N	N	Y
EDL14_ENG_1573	NIL0431	ORG	NW	N	Y	N
EDL14_ENG_1574	E0597018	PER	WB	Y	N	N
EDL14_ENG_1575	NIL0432	PER	DF	N	N	Y
EDL14_ENG_1576	E0557250	PER	DF	N	Y	N
EDL14_ENG_1577	NIL0411	ORG	NW	N	Y	N
EDL14_ENG_1578	NIL0433	PER	WB	Y	N	N
EDL14_ENG_1579	E0521421	PER	NW	N	N	N
EDL14_ENG_1580	E0108458	PER	NW	N	N	N
EDL14_ENG_1581	E0449519	GPE	NW	N	N	N
EDL14_ENG_1583	E0679687	GPE	NW	N	N	N
EDL14_ENG_1584	E0514805	PER	NW	N	N	N
EDL14_ENG_1585	NIL0434	PER	DF	N	Y	N
EDL14_ENG_1586	NIL0167	PER	DF	Y	Y	N
EDL14_ENG_1587	NIL0416	PER	DF	N	N	Y
EDL14_ENG_1588	E0173926	PER	WB	N	N	N
EDL14_ENG_1589	NIL0435	PER	WB	N	Y	N
EDL14_ENG_1590	E0739132	GPE	WB	N	Y	N
EDL14_ENG_1592	E0338738	GPE	NW	N	N	N
EDL14_ENG_1593	E0055064	PER	DF	N	N	N
EDL14_ENG_1594	E0504815	PER	NW	N	N	N
EDL14_ENG_1595	NIL0121	ORG	WB	N	N	N
EDL14_ENG_1596	NIL0007	PER	DF	Y	Y	Y
EDL14_ENG_1597	NIL0072	PER	DF	N	N	Y
EDL14_ENG_1598	E0679687	GPE	WB	N	N	N
EDL14_ENG_1599	E0440272	GPE	WB	N	Y	N
EDL14_ENG_1600	E0234448	GPE	NW	N	N	N
EDL14_ENG_1601	E0621031	GPE	WB	N	N	N
EDL14_ENG_1602	NIL0436	PER	DF	N	Y	Y
EDL14_ENG_1604	NIL0437	ORG	NW	N	Y	N
EDL14_ENG_1605	E0690220	GPE	DF	N	Y	N
EDL14_ENG_1606	E0321201	PER	WB	N	Y	N
EDL14_ENG_1607	NIL0346	PER	DF	N	N	Y
EDL14_ENG_1608	E0658573	PER	DF	N	N	N
EDL14_ENG_1609	E0639037	PER	DF	N	N	N
EDL14_ENG_1610	NIL0108	GPE	NW	N	N	N
EDL14_ENG_1611	NIL0292	PER	DF	N	N	Y
EDL14_ENG_1612	NIL0438	PER	NW	N	Y	N
EDL14_ENG_1613	NIL0439	ORG	NW	N	Y	N
EDL14_ENG_1614	NIL0331	PER	NW	N	Y	N
EDL14_ENG_1615	E0467057	GPE	NW	N	N	N
EDL14_ENG_1616	E0679687	GPE	NW	N	N	N
EDL14_ENG_1617	E0410945	ORG	NW	N	N	N
EDL14_ENG_1618	E0475482	GPE	NW	N	N	N
EDL14_ENG_1619	NIL0440	PER	DF	N	N	Y
EDL14_ENG_1620	E0546266	ORG	WB	N	Y	N
EDL14_ENG_1621	NIL0176	PER	NW	N	Y	N
EDL14_ENG_1622	E0773407	ORG	DF	N	N	N
EDL14_ENG_1623	E0731167	GPE	WB	N	Y	N
EDL14_ENG_1624	E0112071	GPE	WB	N	N	N
EDL14_ENG_1625	E0396327	PER	DF	N	N	N
EDL14_ENG_1626	NIL0007	PER	DF	N	N	Y
EDL14_ENG_1627	NIL0441	GPE	NW	N	Y	N
EDL14_ENG_1628	E0504815	PER	NW	N	N	N
EDL14_ENG_1629	NIL0347	PER	WB	N	N	Y
EDL14_ENG_1630	E0371495	ORG	WB	N	N	N
EDL14_ENG_1631	E0505048	GPE	NW	N	N	N
EDL14_ENG_1632	NIL0442	ORG	NW	Y	Y	N
EDL14_ENG_1633	E0733348	PER	NW	N	N	N
EDL14_ENG_1634	E0116532	GPE	WB	N	N	N
EDL14_ENG_1635	E0625376	GPE	NW	N	Y	N
EDL14_ENG_1636	E0819391	PER	DF	N	Y	N
EDL14_ENG_1637	NIL0443	ORG	WB	Y	Y	N
EDL14_ENG_1638	E0438148	PER	DF	N	Y	N
EDL14_ENG_1639	E0005018	GPE	WB	N	N	N
EDL14_ENG_1640	E0496132	GPE	NW	N	N	N
EDL14_ENG_1641	E0679687	GPE	NW	N	N	N
EDL14_ENG_1642	NIL0444	PER	DF	N	N	Y
EDL14_ENG_1643	NIL0004	PER	DF	N	N	Y
EDL14_ENG_1644	NIL0341	GPE	WB	N	N	N
EDL14_ENG_1645	E0773407	ORG	DF	N	N	N
EDL14_ENG_1646	E0538995	GPE	NW	N	Y	N
EDL14_ENG_1647	E0409686	GPE	DF	N	Y	N
EDL14_ENG_1648	NIL0445	PER	WB	N	N	Y
EDL14_ENG_1649	E0401466	GPE	NW	N	N	N
EDL14_ENG_1650	E0421536	ORG	DF	Y	Y	N
EDL14_ENG_1651	NIL0446	PER	NW	N	Y	N
EDL14_ENG_1652	NIL0246	PER	DF	N	N	Y
EDL14_ENG_1653	E0539525	PER	DF	Y	Y	N
EDL14_ENG_1654	E0315956	GPE	NW	N	N	N
EDL14_ENG_1655	E0627737	ORG	NW	N	N	N
EDL14_ENG_1656	E0066984	PER	NW	Y	Y	N
EDL14_ENG_1658	E0693140	ORG	NW	N	N	N
EDL14_ENG_1659	E0354134	GPE	WB	N	Y	N
EDL14_ENG_1660	NIL0447	ORG	WB	Y	N	N
EDL14_ENG_1661	NIL0448	ORG	WB	Y	Y	N
EDL14_ENG_1662	E0798483	PER	DF	N	Y	N
EDL14_ENG_1663	NIL0449	ORG	NW	N	Y	N
EDL14_ENG_1664	NIL0450	PER	DF	Y	Y	Y
EDL14_ENG_1666	NIL0451	ORG	WB	Y	Y	N
EDL14_ENG_1667	E0764302	ORG	WB	Y	Y	N
EDL14_ENG_1668	E0596446	ORG	WB	N	Y	N
EDL14_ENG_1669	NIL0060	PER	DF	N	N	Y
EDL14_ENG_1670	E0289276	ORG	WB	N	N	N
EDL14_ENG_1671	E0793722	GPE	WB	N	N	N
EDL14_ENG_1672	E0597018	PER	WB	N	N	N
EDL14_ENG_1673	E0793722	GPE	WB	N	N	N
EDL14_ENG_1674	NIL0452	PER	WB	N	N	Y
EDL14_ENG_1675	NIL0453	ORG	NW	Y	Y	N
EDL14_ENG_1676	E0514805	PER	NW	N	N	N
EDL14_ENG_1677	NIL0454	PER	WB	N	N	N
EDL14_ENG_1678	NIL0216	PER	WB	N	N	N
EDL14_ENG_1679	E0622606	PER	WB	Y	Y	N
EDL14_ENG_1680	E0622747	PER	NW	N	N	N
EDL14_ENG_1681	E0354134	GPE	NW	N	N	N
EDL14_ENG_1682	E0537422	GPE	NW	N	N	N
EDL14_ENG_1683	NIL0455	ORG	WB	Y	N	N
EDL14_ENG_1684	E0240157	GPE	NW	N	Y	N
EDL14_ENG_1685	NIL0456	PER	WB	Y	Y	N
EDL14_ENG_1686	NIL0167	PER	DF	Y	Y	N
EDL14_ENG_1687	NIL0457	PER	WB	N	Y	N
EDL14_ENG_1688	NIL0458	PER	DF	N	N	Y
EDL14_ENG_1689	NIL0107	ORG	WB	Y	Y	N
EDL14_ENG_1690	NIL0252	PER	DF	N	N	Y
EDL14_ENG_1691	E0504815	PER	NW	N	N	N
EDL14_ENG_1693	E0475237	PER	DF	N	N	N
EDL14_ENG_1694	NIL0332	PER	WB	N	N	Y
EDL14_ENG_1695	NIL0459	PER	DF	N	N	Y
EDL14_ENG_1696	E0446526	PER	DF	N	N	N
EDL14_ENG_1697	NIL0460	PER	DF	N	N	Y
EDL14_ENG_1698	E0514805	PER	NW	N	N	N
EDL14_ENG_1699	E0273299	GPE	DF	N	N	N
EDL14_ENG_1700	NIL0048	PER	DF	N	N	Y
EDL14_ENG_1701	E0566375	PER	DF	N	N	N
EDL14_ENG_1703	NIL0397	PER	WB	N	N	Y
EDL14_ENG_1704	E0278603	PER	DF	Y	Y	N
EDL14_ENG_1706	E0525761	GPE	NW	N	N	N
EDL14_ENG_1707	E0284896	PER	NW	N	N	N
EDL14_ENG_1708	NIL0363	PER	DF	N	N	Y
EDL14_ENG_1709	E0475237	PER	DF	N	N	N
EDL14_ENG_1710	E0248019	PER	DF	N	Y	N
EDL14_ENG_1711	NIL0416	PER	DF	N	N	Y
EDL14_ENG_1712	E0802985	PER	DF	N	N	N
EDL14_ENG_1713	NIL0461	ORG	WB	N	N	N
EDL14_ENG_1714	E0024452	PER	DF	N	Y	N
EDL14_ENG_1715	NIL0462	PER	WB	Y	N	N
EDL14_ENG_1717	E0035380	PER	DF	N	N	N
EDL14_ENG_1719	E0787907	GPE	NW	N	Y	N
EDL14_ENG_1720	E0284754	PER	NW	N	N	N
EDL14_ENG_1721	E0409218	GPE	WB	N	N	N
EDL14_ENG_1722	E0036094	ORG	NW	N	N	N
EDL14_ENG_1723	NIL0463	ORG	NW	Y	Y	N
EDL14_ENG_1724	E0667344	GPE	NW	N	N	N
EDL14_ENG_1725	NIL0464	PER	DF	N	N	Y
EDL14_ENG_1726	NIL0379	PER	DF	N	N	Y
EDL14_ENG_1727	NIL0215	ORG	NW	Y	Y	N
EDL14_ENG_1728	NIL0465	PER	WB	N	N	Y
EDL14_ENG_1729	E0168539	ORG	NW	N	Y	N
EDL14_ENG_1730	NIL0055	ORG	WB	Y	Y	N
EDL14_ENG_1731	E0449519	GPE	NW	N	N	N
EDL14_ENG_1732	NIL0466	PER	WB	N	Y	N
EDL14_ENG_1733	E0733348	PER	NW	N	N	N
EDL14_ENG_1734	NIL0467	PER	WB	N	N	Y
EDL14_ENG_1735	NIL0110	PER	DF	N	N	Y
EDL14_ENG_1736	E0382887	GPE	WB	N	N	N
EDL14_ENG_1737	NIL0468	PER	WB	N	N	Y
EDL14_ENG_1738	E0031352	GPE	WB	N	Y	N
EDL14_ENG_1739	NIL0469	PER	WB	N	N	N
EDL14_ENG_1740	NIL0397	PER	WB	N	N	Y
EDL14_ENG_1741	NIL0132	GPE	NW	N	Y	N
EDL14_ENG_1742	NIL0252	PER	DF	N	N	Y
EDL14_ENG_1743	NIL0470	PER	DF	N	N	Y
EDL14_ENG_1744	NIL0471	ORG	WB	Y	Y	N
EDL14_ENG_1745	NIL0472	PER	DF	N	N	Y
EDL14_ENG_1746	E0658573	PER	DF	N	N	N
EDL14_ENG_1747	E0223479	ORG	WB	N	N	N
EDL14_ENG_1748	NIL0276	PER	WB	N	N	N
EDL14_ENG_1749	E0596701	GPE	WB	N	N	N
EDL14_ENG_1750	E0626434	GPE	NW	N	N	N
EDL14_ENG_1751	NIL0397	PER	WB	N	N	Y
EDL14_ENG_1752	E0382887	GPE	WB	N	Y	N
EDL14_ENG_1753	E0566375	PER	DF	N	Y	N
EDL14_ENG_1754	NIL0007	PER	DF	N	N	Y
EDL14_ENG_1755	NIL0473	ORG	NW	Y	Y	N
EDL14_ENG_1756	E0656561	GPE	DF	N	Y	N
EDL14_ENG_1757	E0338923	ORG	WB	N	Y	N
EDL14_ENG_1758	NIL0474	PER	NW	N	Y	N
EDL14_ENG_1760	NIL0064	PER	DF	N	N	Y
EDL14_ENG_1761	NIL0297	PER	NW	N	Y	N
EDL14_ENG_1762	E0453464	ORG	WB	Y	N	N
EDL14_ENG_1763	NIL0176	PER	NW	N	Y	N
EDL14_ENG_1764	E0357690	PER	DF	N	Y	N
EDL14_ENG_1765	E0409218	GPE	WB	N	N	N
EDL14_ENG_1766	E0246796	GPE	NW	Y	Y	N
EDL14_ENG_1767	NIL0475	ORG	NW	N	Y	N
EDL14_ENG_1768	E0744454	PER	DF	N	Y	N
EDL14_ENG_1769	E0285627	PER	WB	Y	Y	N
EDL14_ENG_1770	E0625376	GPE	NW	N	N	N
EDL14_ENG_1771	E0108458	PER	NW	N	N	N
EDL14_ENG_1772	NIL0476	ORG	WB	Y	N	N
EDL14_ENG_1773	NIL0477	PER	DF	N	N	Y
EDL14_ENG_1775	NIL0124	PER	DF	N	N	Y
EDL14_ENG_1777	NIL0007	PER	DF	N	N	Y
EDL14_ENG_1778	NIL0246	PER	DF	N	N	Y
EDL14_ENG_1779	E0679687	GPE	WB	N	Y	N
EDL14_ENG_1780	NIL0001	ORG	NW	N	Y	N
EDL14_ENG_1781	NIL0478	ORG	WB	Y	Y	N
EDL14_ENG_1782	E0811943	PER	DF	N	Y	N
EDL14_ENG_1783	E0031352	GPE	WB	N	Y	N
EDL14_ENG_1784	E0748134	ORG	DF	N	N	N
EDL14_ENG_1785	E0795131	GPE	DF	N	N	N
EDL14_ENG_1786	E0566375	PER	DF	N	N	N
EDL14_ENG_1787	E0032535	GPE	NW	N	N	N
EDL14_ENG_1788	NIL0479	GPE	NW	N	N	N
EDL14_ENG_1789	NIL0480	PER	WB	Y	Y	N
EDL14_ENG_1790	NIL0481	PER	WB	N	N	Y
EDL14_ENG_1791	E0127998	PER	DF	N	N	N
EDL14_ENG_1792	NIL0139	ORG	WB	N	Y	N
EDL14_ENG_1793	NIL0482	PER	NW	N	Y	N
EDL14_ENG_1794	E0358135	ORG	NW	N	Y	N
EDL14_ENG_1795	NIL0281	GPE	NW	N	Y	N
EDL14_ENG_1796	NIL0119	PER	WB	Y	N	N
EDL14_ENG_1797	E0382887	GPE	WB	N	N	N
EDL14_ENG_1798	E0642032	GPE	NW	N	N	N
EDL14_ENG_1799	E0277375	GPE	NW	N	N	N
EDL14_ENG_1800	E0285160	ORG	NW	N	Y	N
EDL14_ENG_1801	NIL0483	PER	NW	Y	Y	N
EDL14_ENG_1802	NIL0484	PER	DF	N	N	Y
EDL14_ENG_1803	NIL0485	PER	WB	N	N	Y
EDL14_ENG_1804	NIL0031	PER	DF	N	Y	Y
EDL14_ENG_1805	NIL0486	PER	NW	N	N	N
EDL14_ENG_1806	E0744454	PER	DF	N	Y	N
EDL14_ENG_1807	NIL0487	PER	WB	N	Y	N
EDL14_ENG_1808	NIL0488	ORG	WB	Y	Y	N
EDL14_ENG_1809	NIL0004	PER	DF	N	N	Y
EDL14_ENG_1810	E0366622	ORG	WB	Y	Y	N
EDL14_ENG_1811	NIL0489	ORG	WB	Y	Y	N
EDL14_ENG_1812	NIL0490	PER	NW	N	Y	N
EDL14_ENG_1813	NIL0491	PER	NW	Y	Y	N
EDL14_ENG_1815	NIL0492	PER	WB	Y	Y	N
EDL14_ENG_1816	E0679687	GPE	NW	N	N	N
EDL14_ENG_1817	E0530900	GPE	NW	N	N	N
EDL14_ENG_1818	E0238014	PER	DF	Y	Y	N
EDL14_ENG_1819	NIL0493	PER	DF	N	N	Y
EDL14_ENG_1820	NIL0124	PER	DF	N	N	Y
EDL14_ENG_1821	E0575736	PER	DF	N	N	N
EDL14_ENG_1822	E0679687	GPE	WB	N	Y	N
EDL14_ENG_1823	NIL0494	PER	DF	N	N	Y
EDL14_ENG_1824	E0442571	PER	DF	N	Y	N
EDL14_ENG_1825	E0597018	PER	WB	N	Y	N
EDL14_ENG_1826	E0706331	PER	DF	N	N	N
EDL14_ENG_1827	NIL0005	PER	DF	N	N	Y
EDL14_ENG_1829	NIL0367	ORG	NW	N	Y	N
EDL14_ENG_1830	E0550909	GPE	WB	N	N	N
EDL14_ENG_1831	NIL0107	ORG	NW	Y	Y	N
EDL14_ENG_1832	E0538995	GPE	NW	N	Y	N
EDL14_ENG_1834	NIL0088	GPE	DF	N	N	N
EDL14_ENG_1835	E0797081	GPE	NW	N	Y	N
EDL14_ENG_1836	NIL0329	PER	WB	N	Y	N
EDL14_ENG_1837	E0011516	PER	NW	N	N	N
EDL14_ENG_1838	E0031352	GPE	WB	N	Y	N
EDL14_ENG_1839	NIL0044	ORG	WB	N	Y	N
EDL14_ENG_1840	E0597018	PER	WB	N	N	N
EDL14_ENG_1841	E0747309	GPE	DF	N	Y	N
EDL14_ENG_1842	E0626434	GPE	WB	N	N	N
EDL14_ENG_1843	NIL0202	PER	DF	N	N	Y
EDL14_ENG_1844	E0625376	GPE	NW	N	Y	N
EDL14_ENG_1846	E0510880	PER	DF	Y	Y	N
EDL14_ENG_1847	E0717057	PER	WB	N	N	N
EDL14_ENG_1848	E0383874	PER	WB	N	Y	N
EDL14_ENG_1849	E0566375	PER	NW	N	N	N
EDL14_ENG_1850	E0449519	GPE	NW	N	N	N
EDL14_ENG_1851	E0465640	PER	DF	N	Y	N
EDL14_ENG_1852	E0679687	GPE	NW	N	N	N
EDL14_ENG_1853	E0155536	PER	WB	N	N	N
EDL14_ENG_1854	E0748134	ORG	WB	N	N	N
EDL14_ENG_1855	E0633748	GPE	WB	N	Y	N
EDL14_ENG_1856	NIL0495	PER	NW	N	Y	N
EDL14_ENG_1857	E0533310	ORG	WB	Y	Y	N
EDL14_ENG_1858	E0521421	PER	NW	N	N	N
EDL14_ENG_1859	E0562104	PER	DF	N	Y	N
EDL14_ENG_1860	NIL0349	PER	DF	N	N	N
EDL14_ENG_1861	E0679687	GPE	WB	N	N	N
EDL14_ENG_1862	E0285627	PER	WB	Y	Y	N
EDL14_ENG_1863	E0407948	GPE	NW	Y	Y	N
EDL14_ENG_1864	E0228126	PER	DF	N	Y	N
EDL14_ENG_1865	E0588097	ORG	WB	N	Y	N
EDL14_ENG_1866	NIL0236	PER	DF	N	N	Y
EDL14_ENG_1867	NIL0165	PER	WB	N	Y	N
EDL14_ENG_1868	E0764153	GPE	NW	N	N	N
EDL14_ENG_1869	E0054976	PER	NW	N	N	N
EDL14_ENG_1870	NIL0496	PER	DF	Y	N	N
EDL14_ENG_1871	NIL0317	PER	DF	N	N	Y
EDL14_ENG_1872	E0819391	PER	DF	N	Y	N
EDL14_ENG_1873	NIL0467	PER	WB	Y	Y	Y
EDL14_ENG_1874	NIL0497	PER	WB	N	Y	N
EDL14_ENG_1875	E0449519	GPE	NW	N	N	N
EDL14_ENG_1876	NIL0498	PER	WB	N	N	Y
EDL14_ENG_1877	E0596701	GPE	WB	N	N	N
EDL14_ENG_1878	NIL0499	PER	DF	N	N	Y
EDL14_ENG_1880	E0521421	PER	NW	N	N	N
EDL14_ENG_1881	E0679687	GPE	DF	N	N	N
EDL14_ENG_1882	NIL0072	PER	DF	N	N	Y
EDL14_ENG_1884	E0440272	GPE	NW	N	Y	N
EDL14_ENG_1885	E0713045	ORG	WB	N	Y	N
EDL14_ENG_1886	E0658573	PER	DF	N	N	N
EDL14_ENG_1887	E0620647	PER	NW	N	N	N
EDL14_ENG_1888	NIL0033	PER	NW	N	Y	N
EDL14_ENG_1889	NIL0500	PER	DF	N	N	Y
EDL14_ENG_1890	NIL0501	PER	WB	N	Y	N
EDL14_ENG_1891	E0625376	GPE	NW	N	N	N
EDL14_ENG_1892	NIL0502	PER	DF	N	N	Y
EDL14_ENG_1893	E0071746	GPE	NW	N	N	N
EDL14_ENG_1894	NIL0503	PER	NW	N	N	N
EDL14_ENG_1895	NIL0236	PER	DF	N	N	Y
EDL14_ENG_1896	E0109054	PER	NW	N	N	N
EDL14_ENG_1897	E0679687	GPE	WB	N	Y	N
EDL14_ENG_1898	NIL0504	PER	DF	Y	Y	Y
EDL14_ENG_1899	NIL0505	ORG	WB	N	N	N
EDL14_ENG_1900	E0421495	PER	NW	N	N	N
EDL14_ENG_1901	E0673588	PER	DF	N	Y	N
